order_id,order_date,customer_id,store_id,product_id,qty,unit_price
SO-000023,2026-01-24,98,2,491,3,292.97
SO-000023,2026-01-24,98,2,436,7,247.31
SO-000023,2026-01-24,98,2,441,7,112.31
SO-000024,2025-08-24,29,6,247,5,245.7
SO-000024,2025-08-24,29,6,104,4,46.3
SO-000024,2025-08-24,29,6,118,5,202.16
SO-000024,2025-08-24,29,6,237,3,81.4
SO-000025,2026-02-08,150,5,149,1,105.31
SO-000025,2026-02-08,150,5,243,5,70.1
SO-000025,2026-02-08,150,5,366,5,85.09
SO-000026,2025-08-22,124,3,39,5,115.63
SO-000026,2025-08-22,124,3,467,4,217.61
SO-000027,2025-08-24,160,4,286,5,97.42
SO-000027,2025-08-24,160,4,5,6,64.91
SO-000027,2025-08-24,160,4,100,5,8.52
SO-000027,2025-08-24,160,4,111,6,53.74
SO-000028,2025-10-15,55,3,411,5,160.43
SO-000028,2025-10-15,55,3,478,3,299.15
SO-000028,2025-10-15,55,3,427,6,310.11
SO-000028,2025-10-15,55,3,210,7,54.89
SO-000028,2025-10-15,55,3,483,3,102.53
SO-000029,2025-08-24,52,6,161,3,27.8
SO-000029,2025-08-24,52,6,246,7,27.28
SO-000029,2025-08-24,52,6,405,1,17.96
SO-000029,2025-08-24,52,6,112,6,211.14
SO-000029,2025-08-24,52,6,139,5,135.95
SO-000030,2025-11-01,72,2,53,7,139.43
SO-000030,2025-11-01,72,2,255,1,302.98
SO-000030,2025-11-01,72,2,12,7,50.36
SO-000031,2025-12-28,144,7,211,7,260.15
SO-000032,2025-08-30,22,1,96,6,183.0
SO-000032,2025-08-30,22,1,317,1,195.4
SO-000032,2025-08-30,22,1,41,6,84.28
SO-000032,2025-08-30,22,1,82,1,304.79
SO-000033,2025-11-06,187,2,120,1,59.02
SO-000033,2025-11-06,187,2,194,5,308.12
SO-000033,2025-11-06,187,2,433,4,59.28
SO-000033,2025-11-06,187,2,457,5,104.43
SO-000034,2025-10-21,184,8,185,4,280.41
SO-000034,2025-10-21,184,8,275,4,80.21
SO-000034,2025-10-21,184,8,110,1,10.14
SO-000035,2025-10-31,29,3,237,6,19.7
SO-000035,2025-10-31,29,3,261,4,284.35
SO-000036,2026-02-13,24,6,364,5,124.2
SO-000036,2026-02-13,24,6,284,6,150.39
SO-000036,2026-02-13,24,6,145,2,160.77
SO-000036,2026-02-13,24,6,318,2,92.09
SO-000037,2025-11-04,176,7,69,2,263.93
SO-000037,2025-11-04,176,7,253,3,92.74
SO-000038,2025-08-31,197,1,196,2,103.52
SO-000038,2025-08-31,197,1,363,4,107.91
SO-000038,2025-08-31,197,1,97,2,134.65
SO-000039,2025-09-28,131,2,427,2,162.12
SO-000040,2026-02-05,80,1,214,5,105.91
SO-000040,2026-02-05,80,1,389,1,203.82
SO-000040,2026-02-05,80,1,256,6,305.07
SO-000040,2026-02-05,80,1,358,1,103.0
SO-000041,2025-09-30,10,6,444,7,176.28
SO-000041,2025-09-30,10,6,493,2,40.39
SO-000041,2025-09-30,10,6,480,6,49.79
SO-000041,2025-09-30,10,6,455,1,216.71
SO-000042,2025-12-30,174,8,402,4,62.9
SO-000042,2025-12-30,174,8,319,7,208.71
SO-000043,2025-10-19,105,5,494,1,284.37
SO-000043,2025-10-19,105,5,117,3,24.85
SO-000043,2025-10-19,105,5,332,6,94.24
SO-000043,2025-10-19,105,5,67,1,130.83
SO-000044,2025-09-16,61,4,306,5,229.75
SO-000045,2026-01-22,89,8,158,3,295.55
SO-000045,2026-01-22,89,8,416,1,288.98
SO-000045,2026-01-22,89,8,375,6,22.9
SO-000045,2026-01-22,89,8,338,6,263.17
SO-000045,2026-01-22,89,8,196,3,107.15
SO-000046,2026-01-22,187,8,422,7,267.13
SO-000046,2026-01-22,187,8,403,4,241.02
SO-000046,2026-01-22,187,8,116,5,289.56
SO-000046,2026-01-22,187,8,297,2,289.47
SO-000046,2026-01-22,187,8,469,6,221.62
SO-000047,2025-12-14,155,4,457,2,57.12
SO-000048,2025-12-12,86,8,12,4,203.96
SO-000049,2025-08-21,53,1,171,6,109.06
SO-000049,2025-08-21,53,1,265,1,214.7
SO-000049,2025-08-21,53,1,157,5,21.3
SO-000050,2025-12-23,10,4,202,1,195.79
SO-000050,2025-12-23,10,4,27,7,287.91
SO-000050,2025-12-23,10,4,422,2,262.62
SO-000050,2025-12-23,10,4,321,1,254.26
SO-000051,2025-11-06,59,3,291,1,221.64
SO-000051,2025-11-06,59,3,24,7,293.47
SO-000051,2025-11-06,59,3,222,4,77.68
SO-000052,2026-02-11,72,4,466,6,308.46
SO-000052,2026-02-11,72,4,18,2,238.48
SO-000053,2025-08-24,140,4,9,2,277.61
SO-000053,2025-08-24,140,4,161,6,301.24
SO-000054,2026-01-10,158,8,64,5,236.81
SO-000054,2026-01-10,158,8,474,4,103.48
SO-000054,2026-01-10,158,8,234,4,230.67
SO-000055,2026-01-31,10,3,334,4,112.17
SO-000055,2026-01-31,10,3,497,3,138.31
SO-000056,2025-10-06,69,7,178,1,207.54
SO-000056,2025-10-06,69,7,209,4,206.93
SO-000057,2026-01-08,10,6,146,1,175.76
SO-000058,2025-10-16,184,4,104,6,128.3
SO-000058,2025-10-16,184,4,245,5,281.78
SO-000058,2025-10-16,184,4,72,2,26.8
SO-000058,2025-10-16,184,4,393,1,88.7
SO-000058,2025-10-16,184,4,484,3,135.14
SO-000059,2025-11-10,47,8,329,1,313.7
SO-000059,2025-11-10,47,8,36,3,223.47
SO-000060,2026-01-26,103,7,488,4,54.71
SO-000060,2026-01-26,103,7,88,6,46.79
SO-000061,2026-02-03,4,2,430,7,134.91
SO-000062,2026-01-01,48,6,441,2,32.78
SO-000063,2025-11-08,11,6,212,6,316.01
SO-000063,2025-11-08,11,6,305,5,43.08
SO-000063,2025-11-08,11,6,143,6,300.01
SO-000063,2025-11-08,11,6,284,5,310.25
SO-000063,2025-11-08,11,6,285,2,220.92
SO-000064,2025-12-25,180,1,17,3,89.53
SO-000064,2025-12-25,180,1,274,3,115.51
SO-000064,2025-12-25,180,1,198,1,289.63
SO-000064,2025-12-25,180,1,87,2,102.1
SO-000064,2025-12-25,180,1,211,4,108.04
SO-000065,2026-02-08,20,3,222,5,137.69
SO-000065,2026-02-08,20,3,472,4,150.68
SO-000065,2026-02-08,20,3,372,6,78.67
SO-000065,2026-02-08,20,3,496,1,162.99
SO-000066,2026-01-21,49,1,204,2,22.64
SO-000066,2026-01-21,49,1,166,7,318.95
SO-000066,2026-01-21,49,1,6,3,27.06
SO-000066,2026-01-21,49,1,437,6,39.62
SO-000066,2026-01-21,49,1,364,5,258.11
SO-000067,2025-10-12,150,8,295,3,179.45
SO-000067,2025-10-12,150,8,244,4,199.26
SO-000067,2025-10-12,150,8,12,4,43.26
SO-000068,2025-10-19,169,5,191,7,91.5
SO-000068,2025-10-19,169,5,224,3,14.68
SO-000069,2025-08-22,173,5,160,3,207.82
SO-000069,2025-08-22,173,5,301,1,209.39
SO-000069,2025-08-22,173,5,85,4,134.26
SO-000070,2026-01-03,45,8,420,7,293.89
SO-000070,2026-01-03,45,8,369,1,52.3
SO-000070,2026-01-03,45,8,131,1,311.91
SO-000070,2026-01-03,45,8,40,2,187.69
SO-000070,2026-01-03,45,8,239,3,306.2
SO-000071,2025-08-22,194,3,353,5,171.3
SO-000071,2025-08-22,194,3,351,1,167.68
SO-000072,2025-11-28,38,1,209,2,295.28
SO-000072,2025-11-28,38,1,172,2,231.94
SO-000072,2025-11-28,38,1,430,5,312.66
SO-000072,2025-11-28,38,1,66,7,230.62
SO-000072,2025-11-28,38,1,418,3,23.78
SO-000073,2026-01-30,170,5,126,4,203.49
SO-000073,2026-01-30,170,5,370,5,26.17
SO-000073,2026-01-30,170,5,246,4,40.22
SO-000073,2026-01-30,170,5,224,2,297.4
SO-000074,2025-09-05,16,2,405,3,40.85
SO-000074,2025-09-05,16,2,281,1,96.11
SO-000074,2025-09-05,16,2,445,7,12.6
SO-000074,2025-09-05,16,2,31,2,80.55
SO-000075,2025-11-29,56,8,205,1,298.74
SO-000075,2025-11-29,56,8,14,5,106.23
SO-000076,2026-02-15,189,3,29,1,54.69
SO-000076,2026-02-15,189,3,227,2,195.54
SO-000076,2026-02-15,189,3,101,3,63.6
SO-000076,2026-02-15,189,3,158,3,21.56
SO-000077,2025-11-30,155,7,202,3,136.05
SO-000077,2025-11-30,155,7,176,4,15.59
SO-000077,2025-11-30,155,7,98,7,306.68
SO-000077,2025-11-30,155,7,4,6,303.52
SO-000077,2025-11-30,155,7,311,2,157.9
SO-000078,2025-10-11,89,5,95,4,69.81
SO-000078,2025-10-11,89,5,192,3,229.09
SO-000078,2025-10-11,89,5,343,7,268.94
SO-000079,2025-11-26,123,2,176,4,302.49
SO-000079,2025-11-26,123,2,218,3,16.41
SO-000079,2025-11-26,123,2,267,7,45.79
SO-000080,2025-12-06,77,1,390,6,31.67
SO-000080,2025-12-06,77,1,498,6,318.27
SO-000081,2025-11-14,108,7,221,6,142.16
SO-000081,2025-11-14,108,7,176,4,40.06
SO-000081,2025-11-14,108,7,376,7,260.77
SO-000081,2025-11-14,108,7,370,1,201.2
SO-000081,2025-11-14,108,7,55,3,20.27
SO-000082,2025-11-29,99,3,321,6,163.55
SO-000082,2025-11-29,99,3,424,7,142.58
SO-000082,2025-11-29,99,3,402,2,115.27
SO-000083,2025-12-04,69,1,445,6,103.99
SO-000084,2025-10-12,173,7,319,5,168.77
SO-000085,2025-10-29,144,6,419,4,178.31
SO-000085,2025-10-29,144,6,316,1,30.2
SO-000085,2025-10-29,144,6,46,6,315.41
SO-000085,2025-10-29,144,6,333,6,149.41
SO-000086,2025-12-21,147,4,14,5,107.1
SO-000086,2025-12-21,147,4,470,5,197.76
SO-000087,2026-01-10,2,7,307,2,305.41
SO-000088,2025-08-24,90,4,441,5,156.35
SO-000088,2025-08-24,90,4,98,7,184.11
SO-000088,2025-08-24,90,4,429,4,318.38
SO-000089,2025-11-18,153,2,441,1,128.4
SO-000089,2025-11-18,153,2,402,4,254.09
SO-000089,2025-11-18,153,2,305,4,290.06
SO-000090,2025-10-01,71,1,369,2,179.55
SO-000090,2025-10-01,71,1,151,5,195.09
SO-000090,2025-10-01,71,1,351,4,189.26
SO-000091,2025-10-31,181,1,367,6,246.27
SO-000092,2025-11-04,94,3,309,3,179.38
SO-000093,2026-01-01,178,6,365,7,257.28
SO-000093,2026-01-01,178,6,2,3,51.13
SO-000094,2026-02-13,151,5,93,3,24.76
SO-000094,2026-02-13,151,5,319,3,205.73
SO-000094,2026-02-13,151,5,492,5,243.06
SO-000094,2026-02-13,151,5,484,4,20.66
SO-000095,2026-01-09,99,3,338,4,226.88
SO-000095,2026-01-09,99,3,85,3,67.09
SO-000095,2026-01-09,99,3,469,3,79.94
SO-000096,2026-02-01,113,2,470,5,39.3
SO-000097,2026-01-11,159,8,299,6,161.73
SO-000098,2025-09-27,82,6,23,4,170.4
SO-000098,2025-09-27,82,6,474,7,306.58
SO-000098,2025-09-27,82,6,179,7,104.23
SO-000098,2025-09-27,82,6,53,7,191.0
SO-000099,2026-01-05,129,5,327,7,110.75
SO-000099,2026-01-05,129,5,141,3,156.63
SO-000099,2026-01-05,129,5,429,2,171.59
SO-000099,2026-01-05,129,5,266,7,273.8
SO-000099,2026-01-05,129,5,142,6,139.68
SO-000100,2025-12-13,45,5,393,6,18.71
SO-000100,2025-12-13,45,5,323,1,204.07
SO-000101,2026-01-24,133,4,130,6,61.32
SO-000101,2026-01-24,133,4,488,2,38.29
SO-000101,2026-01-24,133,4,283,5,254.61
SO-000102,2025-08-27,9,7,84,7,30.22
SO-000102,2025-08-27,9,7,193,6,63.93
SO-000102,2025-08-27,9,7,490,2,67.27
SO-000102,2025-08-27,9,7,54,5,113.41
SO-000102,2025-08-27,9,7,172,1,85.35
SO-000103,2025-09-24,125,5,435,7,272.06
SO-000104,2025-11-19,87,3,8,4,226.08
SO-000104,2025-11-19,87,3,461,2,221.09
SO-000104,2025-11-19,87,3,429,5,285.64
SO-000105,2026-01-14,63,3,346,4,241.33
SO-000105,2026-01-14,63,3,343,6,108.17
SO-000105,2026-01-14,63,3,488,7,189.2
SO-000106,2025-10-17,82,8,424,4,151.72
SO-000107,2025-12-02,162,8,100,5,80.66
SO-000107,2025-12-02,162,8,195,6,204.81
SO-000108,2025-11-28,85,3,270,2,137.91
SO-000109,2025-10-01,79,5,80,1,41.12
SO-000109,2025-10-01,79,5,479,3,184.84
SO-000109,2025-10-01,79,5,371,2,269.38
SO-000109,2025-10-01,79,5,91,7,316.02
SO-000110,2026-02-12,20,5,89,2,17.83
SO-000110,2026-02-12,20,5,92,2,300.95
SO-000110,2026-02-12,20,5,128,7,152.91
SO-000110,2026-02-12,20,5,138,5,154.61
SO-000110,2026-02-12,20,5,231,3,192.21
SO-000111,2025-10-10,17,6,350,7,147.59
SO-000112,2026-02-01,76,5,142,6,26.02
SO-000113,2026-01-27,190,1,292,3,184.51
SO-000113,2026-01-27,190,1,415,3,292.17
SO-000114,2025-11-01,137,2,110,3,318.51
SO-000114,2025-11-01,137,2,40,3,47.27
SO-000115,2026-01-05,118,7,301,2,145.68
SO-000115,2026-01-05,118,7,157,1,11.08
SO-000115,2026-01-05,118,7,392,7,170.57
SO-000116,2026-01-08,113,4,35,1,266.6
SO-000117,2025-11-26,134,3,264,3,204.96
SO-000117,2025-11-26,134,3,61,5,185.64
SO-000117,2025-11-26,134,3,339,5,99.12
SO-000117,2025-11-26,134,3,245,3,72.89
SO-000118,2025-10-09,46,7,267,5,19.7
SO-000118,2025-10-09,46,7,415,4,19.76
SO-000118,2025-10-09,46,7,110,5,194.31
SO-000118,2025-10-09,46,7,276,1,267.29
SO-000119,2026-02-10,98,6,10,7,95.06
SO-000119,2026-02-10,98,6,369,5,205.88
SO-000120,2026-01-28,113,1,241,3,316.76
SO-000120,2026-01-28,113,1,243,3,105.69
SO-000120,2026-01-28,113,1,15,1,67.06
SO-000120,2026-01-28,113,1,249,5,235.31
SO-000121,2025-08-28,54,4,407,4,189.77
SO-000121,2025-08-28,54,4,362,7,318.64
SO-000121,2025-08-28,54,4,301,4,193.27
SO-000121,2025-08-28,54,4,292,7,313.73
SO-000122,2025-10-12,60,4,106,4,152.05
SO-000122,2025-10-12,60,4,118,4,9.56
SO-000123,2025-10-09,86,8,153,1,73.28
SO-000123,2025-10-09,86,8,127,1,39.18
SO-000124,2025-12-30,68,3,387,4,60.21
SO-000124,2025-12-30,68,3,121,6,188.8
SO-000124,2025-12-30,68,3,293,7,44.89
SO-000124,2025-12-30,68,3,153,6,19.83
SO-000124,2025-12-30,68,3,60,4,53.11
SO-000125,2025-11-26,36,5,163,5,296.3
SO-000126,2026-01-21,17,2,470,7,265.96
SO-000126,2026-01-21,17,2,177,2,300.09
SO-000127,2026-02-15,184,3,455,3,117.69
SO-000127,2026-02-15,184,3,381,4,302.65
SO-000127,2026-02-15,184,3,125,7,131.95
SO-000127,2026-02-15,184,3,362,5,140.33
SO-000127,2026-02-15,184,3,328,3,236.16
SO-000128,2025-11-20,112,8,168,7,309.78
SO-000128,2025-11-20,112,8,91,1,281.08
SO-000128,2025-11-20,112,8,377,5,259.18
SO-000128,2025-11-20,112,8,465,6,259.23
SO-000128,2025-11-20,112,8,415,5,288.54
SO-000129,2025-11-02,82,1,169,1,286.76
SO-000130,2025-12-07,166,1,80,4,47.69
SO-000131,2026-02-02,157,2,61,3,81.88
SO-000131,2026-02-02,157,2,139,4,27.29
SO-000131,2026-02-02,157,2,492,6,268.64
SO-000132,2025-08-27,188,2,65,4,117.64
SO-000133,2025-10-20,29,5,146,1,203.92
SO-000133,2025-10-20,29,5,413,2,256.85
SO-000133,2025-10-20,29,5,379,3,218.35
SO-000134,2026-01-19,62,2,485,1,194.15
SO-000134,2026-01-19,62,2,218,4,287.85
SO-000134,2026-01-19,62,2,258,3,47.71
SO-000134,2026-01-19,62,2,322,4,211.73
SO-000134,2026-01-19,62,2,98,7,250.24
SO-000135,2025-10-09,87,4,224,3,37.31
SO-000136,2025-10-25,83,3,64,6,35.72
SO-000137,2026-02-10,59,3,396,5,52.44
SO-000137,2026-02-10,59,3,470,7,292.15
SO-000138,2026-01-08,160,3,453,5,296.08
SO-000138,2026-01-08,160,3,214,7,62.15
SO-000139,2026-02-10,114,5,396,1,40.96
SO-000139,2026-02-10,114,5,121,7,133.3
SO-000139,2026-02-10,114,5,31,2,157.18
SO-000139,2026-02-10,114,5,186,5,107.65
SO-000139,2026-02-10,114,5,434,1,93.33
SO-000140,2025-11-04,105,1,144,2,20.51
SO-000140,2025-11-04,105,1,491,7,140.83
SO-000140,2025-11-04,105,1,88,7,41.31
SO-000140,2025-11-04,105,1,145,4,17.96
SO-000141,2025-09-04,124,5,38,1,106.67
SO-000142,2025-10-24,135,6,52,5,301.71
SO-000142,2025-10-24,135,6,38,7,198.53
SO-000142,2025-10-24,135,6,277,1,318.22
SO-000143,2025-08-21,140,2,226,7,319.52
SO-000144,2025-10-13,95,5,71,4,204.18
SO-000144,2025-10-13,95,5,371,2,161.96
SO-000144,2025-10-13,95,5,268,4,210.3
SO-000144,2025-10-13,95,5,169,2,177.97
SO-000145,2025-10-01,197,8,140,1,254.71
SO-000145,2025-10-01,197,8,315,1,23.56
SO-000145,2025-10-01,197,8,154,3,88.05
SO-000146,2026-01-10,174,4,196,1,88.17
SO-000147,2025-10-15,181,3,85,7,48.12
SO-000148,2026-02-11,8,6,9,7,111.96
SO-000148,2026-02-11,8,6,435,4,146.12
SO-000148,2026-02-11,8,6,311,4,58.41
SO-000148,2026-02-11,8,6,184,7,175.27
SO-000148,2026-02-11,8,6,493,5,168.11
SO-000149,2025-09-04,117,2,38,6,240.63
SO-000149,2025-09-04,117,2,387,7,25.89
SO-000149,2025-09-04,117,2,27,4,243.19
SO-000149,2025-09-04,117,2,17,3,92.83
SO-000150,2025-11-24,182,6,365,4,292.99
SO-000150,2025-11-24,182,6,438,2,318.66
SO-000150,2025-11-24,182,6,191,5,109.7
SO-000151,2025-10-26,2,3,42,3,102.22
SO-000151,2025-10-26,2,3,231,3,306.64
SO-000152,2026-02-01,128,5,347,7,294.84
SO-000152,2026-02-01,128,5,486,3,137.94
SO-000152,2026-02-01,128,5,95,1,198.08
SO-000152,2026-02-01,128,5,457,3,313.52
SO-000152,2026-02-01,128,5,414,4,293.53
SO-000153,2025-10-03,133,1,355,4,129.41
SO-000153,2025-10-03,133,1,481,5,254.23
SO-000153,2025-10-03,133,1,448,2,90.47
SO-000154,2025-09-27,103,4,301,2,234.53
SO-000154,2025-09-27,103,4,58,1,85.45
SO-000154,2025-09-27,103,4,94,2,12.73
SO-000155,2025-11-17,188,2,362,4,191.09
SO-000155,2025-11-17,188,2,217,7,231.56
SO-000155,2025-11-17,188,2,402,7,245.27
SO-000155,2025-11-17,188,2,71,3,14.9
SO-000156,2025-11-10,190,3,82,1,86.27
SO-000157,2025-12-25,153,2,216,1,80.56
SO-000157,2025-12-25,153,2,415,3,162.58
SO-000157,2025-12-25,153,2,412,2,9.42
SO-000157,2025-12-25,153,2,226,2,22.22
SO-000157,2025-12-25,153,2,123,5,170.4
SO-000158,2025-12-27,127,2,452,3,253.25
SO-000158,2025-12-27,127,2,434,5,47.56
SO-000158,2025-12-27,127,2,257,1,26.51
SO-000158,2025-12-27,127,2,150,3,281.79
SO-000159,2025-09-11,4,8,427,6,45.86
SO-000160,2025-10-20,71,3,464,5,312.41
SO-000160,2025-10-20,71,3,473,3,13.66
SO-000160,2025-10-20,71,3,165,1,225.43
SO-000161,2025-08-26,42,4,306,1,263.18
SO-000161,2025-08-26,42,4,87,5,310.46
SO-000161,2025-08-26,42,4,33,2,242.7
SO-000161,2025-08-26,42,4,199,4,314.89
SO-000162,2026-02-06,116,5,316,3,214.92
SO-000162,2026-02-06,116,5,32,3,240.5
SO-000162,2026-02-06,116,5,210,3,304.79
SO-000162,2026-02-06,116,5,347,4,132.61
SO-000163,2026-01-05,54,2,299,1,273.74
SO-000163,2026-01-05,54,2,377,7,83.39
SO-000163,2026-01-05,54,2,264,7,286.61
SO-000163,2026-01-05,54,2,50,3,39.06
SO-000163,2026-01-05,54,2,43,3,25.13
SO-000164,2025-09-08,86,8,46,2,296.57
SO-000164,2025-09-08,86,8,464,3,116.81
SO-000164,2025-09-08,86,8,95,4,154.85
SO-000165,2025-12-13,87,3,308,4,264.94
SO-000165,2025-12-13,87,3,73,5,146.48
SO-000165,2025-12-13,87,3,40,5,260.38
SO-000165,2025-12-13,87,3,44,3,159.85
SO-000166,2025-12-08,129,3,211,7,189.15
SO-000166,2025-12-08,129,3,117,5,231.47
SO-000166,2025-12-08,129,3,232,2,19.12
SO-000166,2025-12-08,129,3,172,2,218.38
SO-000167,2025-12-14,181,2,445,4,199.22
SO-000168,2025-11-22,177,2,420,5,61.77
SO-000169,2025-09-13,88,8,402,3,57.84
SO-000169,2025-09-13,88,8,428,7,226.81
SO-000169,2025-09-13,88,8,461,6,118.56
SO-000169,2025-09-13,88,8,2,5,241.73
SO-000170,2026-02-12,137,6,260,7,8.65
SO-000170,2026-02-12,137,6,60,7,37.82
SO-000170,2026-02-12,137,6,140,1,297.46
SO-000170,2026-02-12,137,6,165,4,49.94
SO-000170,2026-02-12,137,6,433,2,51.39
SO-000171,2025-08-24,41,6,402,1,302.36
SO-000171,2025-08-24,41,6,475,2,106.21
SO-000171,2025-08-24,41,6,209,4,72.23
SO-000172,2025-08-24,4,8,390,3,38.8
SO-000173,2025-08-27,148,3,338,4,275.11
SO-000173,2025-08-27,148,3,208,5,316.88
SO-000174,2025-11-09,12,8,347,1,153.13
SO-000174,2025-11-09,12,8,246,4,218.12
SO-000175,2025-10-27,114,3,481,4,120.78
SO-000175,2025-10-27,114,3,89,3,46.6
SO-000175,2025-10-27,114,3,266,7,150.75
SO-000175,2025-10-27,114,3,249,7,282.07
SO-000175,2025-10-27,114,3,422,1,278.87
SO-000176,2025-11-02,145,8,313,4,37.68
SO-000176,2025-11-02,145,8,100,7,14.06
SO-000176,2025-11-02,145,8,180,2,178.35
SO-000176,2025-11-02,145,8,279,5,306.85
SO-000177,2025-12-13,175,2,332,4,231.49
SO-000177,2025-12-13,175,2,187,3,217.4
SO-000177,2025-12-13,175,2,331,6,18.97
SO-000177,2025-12-13,175,2,55,5,150.96
SO-000178,2025-10-07,153,2,329,1,206.58
SO-000178,2025-10-07,153,2,362,4,190.2
SO-000179,2026-02-05,125,8,453,4,218.61
SO-000179,2026-02-05,125,8,9,4,234.55
SO-000179,2026-02-05,125,8,417,5,253.39
SO-000179,2026-02-05,125,8,69,6,68.18
SO-000180,2025-08-22,167,7,223,5,8.69
SO-000180,2025-08-22,167,7,120,2,149.29
SO-000180,2025-08-22,167,7,397,2,295.79
SO-000181,2026-02-01,101,7,442,2,176.41
SO-000181,2026-02-01,101,7,363,4,311.8
SO-000181,2026-02-01,101,7,364,3,243.18
SO-000182,2026-02-08,111,2,382,1,121.92
SO-000182,2026-02-08,111,2,455,7,42.2
SO-000182,2026-02-08,111,2,400,3,95.5
SO-000183,2025-11-23,95,6,289,7,157.46
SO-000184,2025-12-20,90,4,109,3,48.08
SO-000184,2025-12-20,90,4,366,7,92.28
SO-000184,2025-12-20,90,4,144,7,17.6
SO-000184,2025-12-20,90,4,225,7,269.95
SO-000185,2025-10-15,180,1,185,5,212.25
SO-000185,2025-10-15,180,1,257,5,186.1
SO-000185,2025-10-15,180,1,125,7,116.08
SO-000185,2025-10-15,180,1,485,3,28.61
SO-000186,2025-10-09,140,7,48,5,178.04
SO-000186,2025-10-09,140,7,418,6,68.77
SO-000186,2025-10-09,140,7,389,1,281.12
SO-000186,2025-10-09,140,7,265,7,208.56
SO-000186,2025-10-09,140,7,405,3,158.05
SO-000187,2026-01-13,178,6,292,1,232.13
SO-000187,2026-01-13,178,6,3,1,298.64
SO-000187,2026-01-13,178,6,319,1,259.97
SO-000188,2026-02-09,16,4,376,5,55.13
SO-000188,2026-02-09,16,4,280,2,27.72
SO-000189,2025-11-29,171,7,393,4,263.94
SO-000189,2025-11-29,171,7,492,1,69.79
SO-000189,2025-11-29,171,7,326,3,162.15
SO-000189,2025-11-29,171,7,327,3,50.92
SO-000189,2025-11-29,171,7,214,2,127.0
SO-000190,2025-10-17,193,2,335,1,250.23
SO-000190,2025-10-17,193,2,326,4,104.75
SO-000191,2025-12-25,24,7,193,2,255.37
SO-000191,2025-12-25,24,7,248,4,101.98
SO-000192,2025-12-18,186,1,445,7,280.3
SO-000193,2025-08-27,96,4,246,2,167.57
